name,type_1,type_2,hp,attack,defense,speed,sp_attack,sp_defense,evs,moves,tutor_moves,catch_rate,happiness,abilities,hidden_abilities,height,weight,pokedex,generation,evolutions
Burmy,BUG,,40,29,45,36,29,45,,"1,PROTECT,10,TACKLE,15,BUGBITE,20,STRINGSHOT","BUGBITE,ELECTROWEB,HIDDENPOWER,PROTECT,SNORE,STRINGSHOT",120,50,SHEDSKIN,OVERCOAT,0.2,3.4,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",4,"WORMADAM,LevelFemale,20,MOTHIM,LevelMale,20"
Wormadam,BUG,GRASS,60,59,85,36,79,105,,"0,QUIVERDANCE,1,SUCKERPUNCH,1,TACKLE,1,PROTECT,1,BUGBITE,10,PROTECT,15,BUGBITE,20,STRINGSHOT,23,CONFUSION,26,RAZORLEAF,29,GROWTH,32,PSYBEAM,35,INFESTATION,38,FLAIL,41,ATTRACT,44,PSYCHIC,47,LEAFSTORM,50,BUGBUZZ","ALLYSWITCH,ATTRACT,BUGBITE,BUGBUZZ,BULLETSEED,CAPTIVATE,CONFIDE,DIG,DOUBLETEAM,DREAMEATER,ELECTROWEB,ENDEAVOR,ENDURE,ENERGYBALL,FACADE,FLASH,FRUSTRATION,GIGADRAIN,GIGAIMPACT,GRASSKNOT,HIDDENPOWER,HYPERBEAM,INFESTATION,MIMIC,NATURALGIFT,PROTECT,PSYCHIC,PSYCHUP,RAINDANCE,REST,RETURN,ROUND,SAFEGUARD,SECRETPOWER,SEEDBOMB,SHADOWBALL,SIGNALBEAM,SKILLSWAP,SLEEPTALK,SNORE,SOLARBEAM,STRINGSHOT,STRUGGLEBUG,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SWAGGER,SYNTHESIS,TELEKINESIS,THIEF,UPROAR,VENOSHOCK,WORRYSEED",45,50,ANTICIPATION,OVERCOAT,0.5,6.5,"When Burmy evolved, its cloak became a part of this Pokémon's body. The cloak is never shed.",4,
Mothim,BUG,FLYING,70,94,50,66,94,50,,"0,QUIVERDANCE,1,TACKLE,1,PROTECT,1,BUGBITE,10,PROTECT,15,BUGBITE,20,STRINGSHOT,23,CONFUSION,26,GUST,29,POISONPOWDER,32,PSYBEAM,35,ROOST,38,STRUGGLEBUG,41,AIRSLASH,44,PSYCHIC,47,LUNGE,50,BUGBUZZ","ACROBATICS,AERIALACE,AIRCUTTER,ATTRACT,BUGBITE,BUGBUZZ,CAPTIVATE,CONFIDE,DEFOG,DOUBLETEAM,DREAMEATER,ELECTROWEB,ENDURE,ENERGYBALL,FACADE,FLASH,FRUSTRATION,GIGADRAIN,GIGAIMPACT,HIDDENPOWER,HYPERBEAM,INFESTATION,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PROTECT,PSYCHIC,PSYCHUP,RAINDANCE,REST,RETURN,ROOST,ROUND,SAFEGUARD,SECRETPOWER,SHADOWBALL,SIGNALBEAM,SILVERWIND,SKILLSWAP,SLEEPTALK,SNORE,SOLARBEAM,STRINGSHOT,STRUGGLEBUG,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,THIEF,TWISTER,UTURN,VENOSHOCK",45,50,SWARM,TINTEDLENS,0.9,23.3,It loves the honey of flowers and steals honey collected by Combee.,4,
Combee,BUG,FLYING,30,30,42,70,30,42,,"1,SWEETSCENT,1,GUST,1,STRUGGLEBUG,1,BUGBITE","AIRCUTTER,BUGBITE,BUGBUZZ,DUALWINGBEAT,ENDEAVOR,MUDSLAP,OMINOUSWIND,SNORE,STRINGSHOT,TAILWIND",120,50,HONEYGATHER,HUSTLE,0.3,5.5,A Pokémon formed by three others. It busily carries sweet floral honey to Vespiquen.,4,"VESPIQUEN,LevelFemale,21"
Vespiquen,BUG,FLYING,70,80,102,40,80,102,,"0,SLASH,1,STRUGGLEBUG,1,BUGBITE,1,SWEETSCENT,1,GUST,1,POISONSTING,1,CONFUSERAY,4,FURYCUTTER,8,AROMATICMIST,12,FELLSTINGER,16,FURYSWIPES,20,SWAGGER,24,AROMATHERAPY,28,AIRSLASH,32,POWERGEM,36,TOXIC,40,ATTACKORDER,40,DEFENDORDER,44,DESTINYBOND","ACROBATICS,AERIALACE,AIRCUTTER,AIRSLASH,ASSURANCE,ATTRACT,BEATUP,BUGBITE,BUGBUZZ,CAPTIVATE,CONFIDE,CROSSPOISON,CUT,DEFOG,DOUBLETEAM,DUALWINGBEAT,ENDEAVOR,ENDURE,FACADE,FLASH,FLING,FRUSTRATION,FURYCUTTER,GIGAIMPACT,HEX,HIDDENPOWER,HONECLAWS,HYPERBEAM,INFESTATION,LASERFOCUS,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PINMISSILE,POWERGEM,PROTECT,QUASH,RAINDANCE,REST,RETURN,REVENGE,REVERSAL,ROOST,ROUND,SCREECH,SECRETPOWER,SIGNALBEAM,SILVERWIND,SLEEPTALK,SLUDGEBOMB,SNORE,STRINGSHOT,STRUGGLEBUG,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,THIEF,TOXIC,TOXICSPIKES,UPROAR,UTURN,VENOSHOCK,XSCISSOR",45,50,PRESSURE,UNNERVE,1.2,38.5,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,4,
Pachirisu,ELECTRIC,,60,45,70,95,45,90,,"1,GROWL,1,BABYDOLLEYES,5,QUICKATTACK,9,CHARM,13,SPARK,17,ENDURE,19,NUZZLE,21,SWIFT,25,ELECTROBALL,29,SWEETKISS,33,THUNDERWAVE,37,SUPERFANG,41,DISCHARGE,45,LASTRESORT,49,THUNDER","ATTRACT,CAPTIVATE,CHARGEBEAM,CONFIDE,COVET,CUT,DIG,DOUBLETEAM,ECHOEDVOICE,ELECTROWEB,ENDURE,FACADE,FLASH,FLING,FRUSTRATION,GRASSKNOT,GUNKSHOT,HEADBUTT,HELPINGHAND,HIDDENPOWER,IRONTAIL,LASERFOCUS,LASTRESORT,LIGHTSCREEN,MAGNETRISE,MIMIC,MUDSLAP,NATURALGIFT,PROTECT,RAINDANCE,REST,RETURN,ROLLOUT,ROUND,SECRETPOWER,SEEDBOMB,SHOCKWAVE,SLEEPTALK,SNORE,SUBSTITUTE,SUPERFANG,SWAGGER,SWIFT,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,UPROAR,UTURN,VOLTSWITCH",200,100,"RUNAWAY,PICKUP",VOLTABSORB,0.4,3.9,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,4,
Buizel,WATER,,55,65,35,85,60,30,,"1,TACKLE,4,GROWL,7,TAILWHIP,11,QUICKATTACK,15,WATERGUN,18,BITE,21,SWIFT,24,AQUAJET,27,DOUBLEHIT,31,WHIRLPOOL,35,WATERFALL,38,AQUATAIL,41,AGILITY,45,HYDROPUMP","AQUATAIL,ATTRACT,BLIZZARD,BRICKBREAK,BRINE,BULKUP,CAPTIVATE,CONFIDE,DIG,DIVE,DOUBLETEAM,ECHOEDVOICE,ENDURE,FACADE,FOCUSPUNCH,FRUSTRATION,HAIL,HEADBUTT,HELPINGHAND,HIDDENPOWER,ICEBEAM,ICEPUNCH,ICYWIND,IRONTAIL,MIMIC,MUDSLAP,NATURALGIFT,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROCKSMASH,ROCKTOMB,ROUND,SCALD,SECRETPOWER,SLEEPTALK,SNORE,STRENGTH,SUBSTITUTE,SURF,SWAGGER,SWIFT,WATERFALL,WATERPULSE,WHIRLPOOL",190,50,SWIFTSWIM,WATERVEIL,0.7,29.5,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,4,"FLOATZEL,Level,26"
Floatzel,WATER,,85,105,55,115,85,50,,"1,ICEFANG,1,CRUNCH,1,TACKLE,1,GROWL,1,QUICKATTACK,4,GROWL,7,TAILWHIP,11,QUICKATTACK,15,WATERGUN,18,BITE,21,SWIFT,24,AQUAJET,29,DOUBLEHIT,35,WHIRLPOOL,41,WATERFALL,46,AQUATAIL,51,AGILITY,57,HYDROPUMP","AQUATAIL,ATTRACT,BLIZZARD,BRICKBREAK,BRINE,BULKUP,CAPTIVATE,CONFIDE,DIG,DIVE,DOUBLETEAM,ECHOEDVOICE,ENDURE,FACADE,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,HAIL,HEADBUTT,HELPINGHAND,HIDDENPOWER,HYPERBEAM,ICEBEAM,ICEPUNCH,ICYWIND,IRONTAIL,LIQUIDATION,LOWKICK,MIMIC,MUDSLAP,NATURALGIFT,PAYBACK,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROAR,ROCKSMASH,ROCKTOMB,ROUND,SCALD,SECRETPOWER,SLEEPTALK,SNORE,STRENGTH,SUBSTITUTE,SURF,SWAGGER,SWIFT,TAUNT,TORMENT,WATERFALL,WATERPULSE,WHIRLPOOL",75,50,SWIFTSWIM,WATERVEIL,1.1,33.5,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,4,
Cherubi,GRASS,,45,35,45,35,62,53,,"1,MORNINGSUN,1,TACKLE,5,LEAFAGE,10,GROWTH,15,HELPINGHAND,20,MAGICALLEAF,26,LEECHSEED,30,TAKEDOWN,35,PETALBLIZZARD,40,WORRYSEED,45,SOLARBEAM","ATTRACT,BULLETSEED,CAPTIVATE,CONFIDE,DAZZLINGGLEAM,DOUBLETEAM,DRAININGKISS,ENDURE,ENERGYBALL,FACADE,FLASH,FRUSTRATION,GIGADRAIN,GRASSKNOT,GRASSYGLIDE,GRASSYTERRAIN,HELPINGHAND,HIDDENPOWER,MAGICALLEAF,MIMIC,NATURALGIFT,NATUREPOWER,POLLENPUFF,PROTECT,REST,RETURN,ROLLOUT,ROUND,SAFEGUARD,SECRETPOWER,SEEDBOMB,SLEEPTALK,SNORE,SOLARBEAM,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,SYNTHESIS,WEATHERBALL,WORRYSEED",190,50,CHLOROPHYLL,,0.4,3.3,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",4,"CHERRIM,Level,25"
Cherrim,GRASS,,70,60,70,85,87,78,,"0,SUNNYDAY,1,FLOWERSHIELD,1,MORNINGSUN,1,TACKLE,1,LEAFAGE,1,GROWTH,15,HELPINGHAND,20,MAGICALLEAF,28,LEECHSEED,34,TAKEDOWN,41,PETALBLIZZARD,48,WORRYSEED,55,SOLARBEAM,62,PETALDANCE","ATTRACT,BULLETSEED,CAPTIVATE,CONFIDE,DAZZLINGGLEAM,DOUBLETEAM,DRAININGKISS,ENDURE,ENERGYBALL,FACADE,FLASH,FRUSTRATION,GIGADRAIN,GIGAIMPACT,GRASSKNOT,GRASSYGLIDE,GRASSYTERRAIN,HELPINGHAND,HIDDENPOWER,HYPERBEAM,LASERFOCUS,MAGICALLEAF,MIMIC,NATURALGIFT,NATUREPOWER,PLAYROUGH,POLLENPUFF,PROTECT,REST,RETURN,ROLLOUT,ROUND,SAFEGUARD,SECRETPOWER,SEEDBOMB,SLEEPTALK,SNORE,SOLARBEAM,SOLARBLADE,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,SYNTHESIS,WEATHERBALL,WORRYSEED",75,50,FLOWERGIFT,,0.5,9.3,"Its folded petals are pretty tough. Bird Pokémon can peck at them all they want, and Cherrim won't be bothered at all.",4,
Shellos,WATER,,76,48,48,34,57,62,,"1,WATERGUN,1,MUDSLAP,5,HARDEN,10,RECOVER,15,WATERPULSE,20,ANCIENTPOWER,25,BODYSLAM,31,MUDDYWATER,35,EARTHPOWER,40,RAINDANCE,45,MEMENTO","AMNESIA,ANCIENTPOWER,ATTRACT,BLIZZARD,BODYSLAM,BRINE,CAPTIVATE,CONFIDE,DIVE,DOUBLETEAM,EARTHPOWER,ENDURE,FACADE,FRUSTRATION,HAIL,HEADBUTT,HIDDENPOWER,HYDROPUMP,ICEBEAM,ICYWIND,INFESTATION,MIMIC,MUDDYWATER,MUDSHOT,MUDSLAP,NATURALGIFT,PAINSPLIT,PROTECT,RAINDANCE,REST,RETURN,ROUND,SCALD,SECRETPOWER,SKITTERSMACK,SLEEPTALK,SNORE,STRINGSHOT,SUBSTITUTE,SURF,SWAGGER,WATERPULSE,WHIRLPOOL",190,50,"STICKYHOLD,STORMDRAIN",SANDFORCE,0.3,6.3,"This Pokémon's habitat shapes its physique. According to some theories, life in warm ocean waters causes this variation to develop.",4,"GASTRODON,Level,30"
Gastrodon,WATER,GROUND,111,83,68,39,92,82,,"1,WATERGUN,1,MUDSLAP,1,HARDEN,1,RECOVER,15,WATERPULSE,20,ANCIENTPOWER,25,BODYSLAM,33,MUDDYWATER,39,EARTHPOWER,46,RAINDANCE,53,MEMENTO","AMNESIA,ANCIENTPOWER,ATTRACT,BLIZZARD,BLOCK,BODYSLAM,BRINE,BULLDOZE,CAPTIVATE,CONFIDE,DIG,DIVE,DOUBLETEAM,EARTHPOWER,EARTHQUAKE,ENDURE,FACADE,FLASH,FRUSTRATION,GIGAIMPACT,HAIL,HEADBUTT,HIDDENPOWER,HYDROPUMP,HYPERBEAM,ICEBEAM,ICYWIND,INFESTATION,MIMIC,MUDDYWATER,MUDSHOT,MUDSLAP,NATURALGIFT,PAINSPLIT,PROTECT,RAINDANCE,REST,RETURN,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SANDSTORM,SANDTOMB,SCALD,SECRETPOWER,SKITTERSMACK,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNORE,STOMPINGTANTRUM,STONEEDGE,STRENGTH,STRINGSHOT,SUBSTITUTE,SURF,SWAGGER,WATERFALL,WATERPULSE,WEATHERBALL,WHIRLPOOL",75,50,"STICKYHOLD,STORMDRAIN",SANDFORCE,0.9,29.9,"Its search for food sometimes leads it onto land, where it leaves behind a sticky trail of slime as it passes through.",4,
Ambipom,NORMAL,,75,100,66,115,60,66,,"1,DUALCHOP,1,SCRATCH,1,TAILWHIP,1,SANDATTACK,1,ASTONISH,4,SANDATTACK,8,ASTONISH,11,BATONPASS,15,TICKLE,18,FURYSWIPES,22,SWIFT,25,SCREECH,29,AGILITY,32,DOUBLEHIT,36,FLING,39,NASTYPLOT,43,LASTRESORT","ACROBATICS,AERIALACE,ATTRACT,BODYSLAM,BOUNCE,BRICKBREAK,CAPTIVATE,CONFIDE,COUNTER,COVET,CUT,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DREAMEATER,DYNAMICPUNCH,ENDURE,FACADE,FIREPUNCH,FLING,FOCUSPUNCH,FOULPLAY,FRUSTRATION,FURYCUTTER,GIGAIMPACT,GRASSKNOT,GUNKSHOT,HEADBUTT,HIDDENPOWER,HONECLAWS,HYPERBEAM,ICEPUNCH,IRONTAIL,KNOCKOFF,LASERFOCUS,LASTRESORT,LOWKICK,LOWSWEEP,MEGAKICK,MEGAPUNCH,METRONOME,MIMIC,MUDSLAP,NASTYPLOT,NATURALGIFT,PAYBACK,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,ROCKSMASH,ROLEPLAY,ROUND,SECRETPOWER,SEEDBOMB,SEISMICTOSS,SHADOWBALL,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SNATCH,SNORE,SOLARBEAM,SPITE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,TAUNT,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,UPROAR,UTURN,WATERPULSE,WORKUP",45,100,"TECHNICIAN,PICKUP",SKILLLINK,1.2,20.3,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",4,
Drifloon,GHOST,FLYING,90,50,34,70,60,44,,"1,MINIMIZE,1,ASTONISH,4,GUST,8,FOCUSENERGY,12,PAYBACK,16,HEX,20,SHADOWBALL,24,STOCKPILE,24,SWALLOW,24,SPITUP,29,SELFDESTRUCT,32,DESTINYBOND,36,BATONPASS,40,TAILWIND,44,EXPLOSION","ACROBATICS,AIRCUTTER,ALLYSWITCH,AMNESIA,ATTRACT,BATONPASS,BIND,BODYSLAM,BRUTALSWING,CALMMIND,CAPTIVATE,CHARGEBEAM,CONFIDE,CUT,DEFOG,DOUBLETEAM,DREAMEATER,EMBARGO,ENDURE,EXPLOSION,FACADE,FLASH,FOCUSENERGY,FRUSTRATION,GYROBALL,HEX,HIDDENPOWER,ICYWIND,KNOCKOFF,MAGICCOAT,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PAINSPLIT,PAYBACK,PROTECT,PSYCHIC,PSYCHUP,RAINDANCE,RECYCLE,REST,RETURN,ROLLOUT,ROUND,SECRETPOWER,SELFDESTRUCT,SHADOWBALL,SHOCKWAVE,SILVERWIND,SKILLSWAP,SLEEPTALK,SNORE,SPITE,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,TELEKINESIS,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,TRICK,WEATHERBALL,WILLOWISP",125,50,"AFTERMATH,UNBURDEN",FLAREBOOST,0.4,1.2,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.",4,"DRIFBLIM,Level,28"
Drifblim,GHOST,FLYING,150,80,44,80,90,54,,"0,PHANTOMFORCE,1,STRENGTHSAP,1,MINIMIZE,1,ASTONISH,1,GUST,1,FOCUSENERGY,12,PAYBACK,16,HEX,20,SHADOWBALL,24,STOCKPILE,24,SWALLOW,24,SPITUP,31,SELFDESTRUCT,36,DESTINYBOND,42,BATONPASS,48,TAILWIND,54,EXPLOSION","ACROBATICS,AIRCUTTER,ALLYSWITCH,AMNESIA,ATTRACT,BATONPASS,BIND,BODYSLAM,BRUTALSWING,CALMMIND,CAPTIVATE,CHARGEBEAM,CONFIDE,CUT,DEFOG,DOUBLETEAM,DREAMEATER,EMBARGO,ENDURE,EXPLOSION,FACADE,FLASH,FLY,FOCUSENERGY,FRUSTRATION,GIGAIMPACT,GYROBALL,HEX,HIDDENPOWER,HYPERBEAM,ICYWIND,IMPRISON,KNOCKOFF,MAGICCOAT,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PAINSPLIT,PAYBACK,PHANTOMFORCE,PROTECT,PSYCHIC,PSYCHUP,RAINDANCE,RECYCLE,REST,RETURN,ROLLOUT,ROUND,SECRETPOWER,SELFDESTRUCT,SHADOWBALL,SHOCKWAVE,SILVERWIND,SKILLSWAP,SLEEPTALK,SNORE,SPITE,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SWAGGER,SWIFT,TAILWIND,TELEKINESIS,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,TRICK,WEATHERBALL,WILLOWISP",60,50,"AFTERMATH,UNBURDEN",FLAREBOOST,1.2,15.0,"It's drowzy in daytime, but flies off in the evening in big groups. No one knows where they go.",4,
Buneary,NORMAL,,55,66,44,85,44,56,,"1,SPLASH,1,POUND,4,DEFENSECURL,8,BABYDOLLEYES,12,AFTERYOU,16,QUICKATTACK,20,DOUBLEKICK,24,CHARM,28,BATONPASS,32,HEADBUTT,36,AGILITY,40,ENTRAINMENT,44,FLATTER,48,BOUNCE,52,HEALINGWISH","AFTERYOU,AGILITY,ASSURANCE,ATTRACT,BATONPASS,BOUNCE,CAPTIVATE,CHARGEBEAM,CHARM,CONFIDE,COSMICPOWER,COVET,CUT,DIG,DOUBLETEAM,DRAINPUNCH,ENCORE,ENDEAVOR,ENDURE,FACADE,FAKETEARS,FIREPUNCH,FLING,FOCUSPUNCH,FRUSTRATION,GRASSKNOT,HEADBUTT,HEALBELL,HELPINGHAND,HIDDENPOWER,HYPERVOICE,ICEBEAM,ICEPUNCH,IRONTAIL,LASTRESORT,LOWKICK,LOWSWEEP,MAGICCOAT,MEGAKICK,MEGAPUNCH,MIMIC,MUDSLAP,NATURALGIFT,PAYBACK,PLAYROUGH,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,ROCKSMASH,ROUND,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SNORE,SOLARBEAM,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,TRIPLEAXEL,UPROAR,WATERPULSE,WORKUP",190,0,"RUNAWAY,KLUTZ",LIMBER,0.4,5.5,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,4,"LOPUNNY,Happiness,"
Lopunny,NORMAL,,65,76,84,105,54,96,,"1,MIRRORCOAT,1,MAGICCOAT,1,SPLASH,1,POUND,1,DEFENSECURL,1,BABYDOLLEYES,12,AFTERYOU,16,QUICKATTACK,20,DOUBLEKICK,24,CHARM,28,BATONPASS,32,HEADBUTT,36,AGILITY,40,ENTRAINMENT,44,FLATTER,48,BOUNCE,52,HEALINGWISH,56,HIGHJUMPKICK","ACROBATICS,AFTERYOU,AGILITY,ASSURANCE,ATTRACT,AURASPHERE,BATONPASS,BLIZZARD,BOUNCE,BRUTALSWING,CAPTIVATE,CHARGEBEAM,CHARM,CLOSECOMBAT,CONFIDE,COSMICPOWER,COVET,CUT,DIG,DOUBLETEAM,DRAINPUNCH,ENCORE,ENDEAVOR,ENDURE,FACADE,FAKETEARS,FIREPUNCH,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,GRASSKNOT,HEADBUTT,HEALBELL,HELPINGHAND,HIDDENPOWER,HYPERBEAM,HYPERVOICE,ICEBEAM,ICEPUNCH,IRONTAIL,LASERFOCUS,LASTRESORT,LOWKICK,LOWSWEEP,MAGICCOAT,MEGAKICK,MEGAPUNCH,MIMIC,MUDSLAP,NATURALGIFT,PAYBACK,PLAYROUGH,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,REVERSAL,ROCKSMASH,ROUND,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SNORE,SOLARBEAM,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,THUNDER,THUNDERBOLT,THUNDERPUNCH,THUNDERWAVE,TRIPLEAXEL,UPROAR,UTURN,WATERPULSE,WORKUP",60,140,"CUTECHARM,KLUTZ",LIMBER,1.2,33.3,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,4,
Mismagius,GHOST,,60,60,60,105,105,105,,"1,MYSTICALFIRE,1,POWERGEM,1,PHANTOMFORCE,1,MAGICALLEAF,1,GROWL,1,SPITE,1,ASTONISH,1,CONFUSERAY,1,MEANLOOK,1,HEX,1,PSYBEAM,1,PAINSPLIT,1,PAYBACK,1,SHADOWBALL,1,PERISHSONG,1,GRUDGE,1,CONFUSION","AERIALACE,ALLYSWITCH,ATTRACT,CALMMIND,CAPTIVATE,CHARGEBEAM,CONFIDE,DARKPULSE,DAZZLINGGLEAM,DEFENSECURL,DOUBLEEDGE,DOUBLETEAM,DREAMEATER,ECHOEDVOICE,EMBARGO,ENDURE,ENERGYBALL,FACADE,FLASH,FOULPLAY,FRUSTRATION,GIGAIMPACT,HEADBUTT,HEALBELL,HIDDENPOWER,HYPERBEAM,HYPERVOICE,ICYWIND,LASERFOCUS,MAGICCOAT,MAGICROOM,MIMIC,NASTYPLOT,NATURALGIFT,OMINOUSWIND,PAINSPLIT,PAYBACK,PROTECT,PSYCHIC,PSYCHUP,RAINDANCE,REST,RETURN,ROUND,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SKILLSWAP,SLEEPTALK,SNATCH,SNORE,SPITE,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SWAGGER,SWIFT,TAUNT,TELEKINESIS,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,TORMENT,TRICK,TRICKROOM,UPROAR,WILLOWISP,WONDERROOM",45,35,LEVITATE,,0.9,4.4,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,4,
Honchkrow,DARK,FLYING,100,125,52,71,105,52,,"1,NIGHTSLASH,1,SUCKERPUNCH,1,ASTONISH,1,HAZE,1,WINGATTACK,1,GUST,1,NIGHTSHADE,1,ASSURANCE,1,TAUNT,1,AIRCUTTER,1,MEANLOOK,1,TAILWIND,1,TORMENT,1,PECK,25,SWAGGER,35,NASTYPLOT,45,FOULPLAY,55,NIGHTSLASH,65,QUASH,75,DARKPULSE","AERIALACE,AIRCUTTER,ATTRACT,CALMMIND,CAPTIVATE,CONFIDE,DARKPULSE,DEFOG,DOUBLEEDGE,DOUBLETEAM,DREAMEATER,EMBARGO,ENDURE,FACADE,FLY,FOULPLAY,FRUSTRATION,GIGAIMPACT,HEATWAVE,HIDDENPOWER,HYPERBEAM,ICYWIND,INCINERATE,MIMIC,MUDSLAP,NASTYPLOT,NATURALGIFT,OMINOUSWIND,PAYBACK,PLUCK,PROTECT,PSYCHIC,PSYCHUP,QUASH,RAINDANCE,REST,RETALIATE,RETURN,ROOST,ROUND,SECRETPOWER,SHADOWBALL,SKYATTACK,SLEEPTALK,SNARL,SNATCH,SNORE,SPITE,STEELWING,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERPOWER,SWAGGER,SWIFT,TAILWIND,TAUNT,THIEF,THUNDERWAVE,TORMENT,TWISTER,UPROAR",30,35,"INSOMNIA,SUPERLUCK",MOXIE,0.9,27.3,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",4,
Glameow,NORMAL,,49,55,42,85,42,37,,"1,FAKEOUT,5,SCRATCH,8,GROWL,13,HYPNOSIS,17,AERIALACE,20,FURYSWIPES,25,CHARM,29,TAUNT,32,RETALIATE,37,SLASH,41,SUCKERPUNCH,44,ATTRACT,48,HONECLAWS,50,PLAYROUGH","AERIALACE,ATTRACT,CAPTIVATE,CONFIDE,COVET,CUT,DIG,DOUBLETEAM,DREAMEATER,ECHOEDVOICE,ENDURE,FACADE,FLASH,FOULPLAY,FRUSTRATION,FURYCUTTER,HEADBUTT,HIDDENPOWER,HONECLAWS,HYPERVOICE,IRONTAIL,KNOCKOFF,LASTRESORT,MIMIC,MUDSLAP,NATURALGIFT,PAYBACK,PROTECT,PSYCHUP,RAINDANCE,REST,RETALIATE,RETURN,ROUND,SECRETPOWER,SHADOWBALL,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SNATCH,SNORE,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERFANG,SWAGGER,SWIFT,TAUNT,THIEF,THUNDER,THUNDERBOLT,TORMENT,UTURN,WATERPULSE,WORKUP",190,50,"LIMBER,OWNTEMPO",KEENEYE,0.5,3.9,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,4,"PURUGLY,Level,38"
